 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 1
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 2
2.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 4
2.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 55 1 94 1 0 0 0 8
3.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 57 1 92 1 0 0 0 8
3.500000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 59 1 90 1 0 0 0 11
4.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 61 1 88 3 0 0 0 15
4.500000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 67 1 82 6 0 0 0 21
5.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 70 1 79 10 0 0 0 23
5.500000E+03 9.999999E+01 1.200000E-06 50 0 3.000000E-07 49 1 0.000000E+00 0.000000E+00 72 1 77 12 0 0 0 27
6.000000E+03 9.999999E+01 1.800000E-06 50 0 5.000000E-07 49 1 0.000000E+00 0.000000E+00 73 1 76 14 0 0 0 36
6.500000E+03 9.999999E+01 3.000000E-06 50 0 9.000000E-07 49 1 0.000000E+00 0.000000E+00 73 1 76 18 0 0 0 40
7.000000E+03 9.999999E+01 2.800000E-06 48 2 9.000000E-07 49 1 0.000000E+00 0.000000E+00 75 1 74 20 0 2 0 40
7.500000E+03 9.999999E+01 3.400000E-06 48 2 1.000000E-06 48 2 0.000000E+00 0.000000E+00 78 1 71 25 0 2 0 45
8.000000E+03 9.999999E+01 4.000000E-06 48 2 1.200000E-06 48 2 0.000000E+00 0.000000E+00 82 1 67 30 0 2 0 48
8.500000E+03 9.999999E+01 4.000000E-06 48 2 1.100000E-06 47 3 0.000000E+00 0.000000E+00 86 1 63 33 0 2 0 50
9.000000E+03 9.999999E+01 4.600000E-06 48 2 1.300000E-06 47 3 0.000000E+00 0.000000E+00 88 1 61 38 0 4 0 53
9.500000E+03 9.999999E+01 4.600000E-06 48 2 1.200000E-06 46 4 0.000000E+00 0.000000E+00 91 1 58 46 0 4 0 60
1.000000E+04 9.999999E+01 4.600000E-06 48 2 1.100000E-06 45 5 0.000000E+00 0.000000E+00 94 1 55 47 0 4 0 71
1.050000E+04 9.999999E+01 4.600000E-06 48 2 1.100000E-06 45 5 0.000000E+00 0.000000E+00 96 1 53 51 0 6 0 75
1.100000E+04 9.999999E+01 4.500000E-06 47 3 1.000000E-06 44 6 0.000000E+00 0.000000E+00 101 1 48 54 0 6 0 76
