 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 1
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 54 0 96 0 0 0 0 5
2.000000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 55 0 95 0 0 0 0 7
2.500000E+03 9.999999E+01 5.000000E-07 49 1 1.000000E-07 49 1 0.000000E+00 0.000000E+00 57 0 93 2 0 0 0 12
3.000000E+03 9.999999E+01 4.000000E-07 48 2 1.000000E-07 49 1 0.000000E+00 0.000000E+00 57 1 92 3 0 0 0 16
3.500000E+03 9.999999E+01 1.000000E-06 48 2 1.000000E-07 47 3 0.000000E+00 0.000000E+00 65 1 84 6 0 0 0 21
4.000000E+03 9.999999E+01 9.000000E-07 47 3 1.000000E-07 47 3 0.000000E+00 0.000000E+00 68 1 81 6 0 0 10 22
4.500000E+03 9.999999E+01 9.000000E-07 47 3 0.000000E+00 45 5 0.000000E+00 0.000000E+00 71 1 78 8 0 0 10 26
5.000000E+03 9.999999E+01 9.000000E-07 47 3 0.000000E+00 45 5 0.000000E+00 0.000000E+00 73 1 76 13 0 0 10 31
5.500000E+03 9.999999E+01 9.000000E-07 47 3 0.000000E+00 45 5 0.000000E+00 0.000000E+00 74 1 75 16 0 0 10 33
6.000000E+03 9.999999E+01 8.000000E-07 46 4 0.000000E+00 45 5 0.000000E+00 0.000000E+00 76 1 73 18 0 0 10 34
6.500000E+03 9.999999E+01 8.000000E-07 46 4 0.000000E+00 45 5 0.000000E+00 0.000000E+00 77 1 72 23 0 0 10 39
7.000000E+03 9.999999E+01 8.000000E-07 46 4 0.000000E+00 45 5 0.000000E+00 0.000000E+00 78 1 71 25 0 0 10 40
7.500000E+03 9.999999E+01 7.000000E-07 45 5 0.000000E+00 45 5 0.000000E+00 0.000000E+00 78 1 71 28 0 0 20 44
8.000000E+03 9.999999E+01 6.000000E-07 44 6 0.000000E+00 45 5 0.000000E+00 0.000000E+00 81 1 68 30 0 0 20 47
8.500000E+03 9.999999E+01 1.800000E-06 44 6 4.000000E-07 45 5 0.000000E+00 0.000000E+00 82 1 67 38 0 0 20 52
9.000000E+03 9.999999E+01 1.800000E-06 44 6 4.000000E-07 45 5 0.000000E+00 0.000000E+00 84 1 65 42 0 0 20 57
9.500000E+03 9.999999E+01 1.800000E-06 44 6 4.000000E-07 45 5 0.000000E+00 0.000000E+00 86 1 63 47 0 0 20 59
1.000000E+04 9.999999E+01 1.700000E-06 43 7 3.000000E-07 44 6 0.000000E+00 0.000000E+00 89 1 60 52 0 0 20 62
1.050000E+04 9.999999E+01 2.300000E-06 43 7 4.000000E-07 43 7 0.000000E+00 0.000000E+00 92 1 57 57 0 0 20 62
1.100000E+04 9.999999E+01 2.300000E-06 43 7 4.000000E-07 43 7 0.000000E+00 0.000000E+00 98 1 51 62 0 0 20 65
