 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 1
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 1
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 0 99 1 0 0 0 2
2.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 53 0 97 1 0 0 0 6
2.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 56 0 94 1 0 0 0 10
3.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 58 0 92 3 0 0 0 13
3.500000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 59 0 91 4 0 0 0 15
4.000000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 47 3 0.000000E+00 0.000000E+00 63 1 86 5 0 0 0 22
4.500000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 47 3 0.000000E+00 0.000000E+00 65 1 84 5 0 0 0 27
5.000000E+03 9.999999E+01 1.100000E-06 49 1 2.000000E-07 47 3 0.000000E+00 0.000000E+00 67 1 82 6 0 0 0 30
5.500000E+03 9.999999E+01 1.600000E-06 48 2 4.000000E-07 47 3 0.000000E+00 0.000000E+00 69 1 80 8 0 0 0 36
6.000000E+03 9.999999E+01 2.200000E-06 48 2 6.000000E-07 47 3 0.000000E+00 0.000000E+00 72 1 77 12 0 0 0 38
6.500000E+03 9.999999E+01 2.100000E-06 47 3 4.000000E-07 45 5 0.000000E+00 0.000000E+00 77 1 72 17 0 0 0 43
7.000000E+03 9.999999E+01 2.000000E-06 46 4 4.000000E-07 45 5 0.000000E+00 0.000000E+00 78 1 71 22 0 0 10 48
7.500000E+03 9.999999E+01 2.600000E-06 46 4 6.000000E-07 45 5 0.000000E+00 0.000000E+00 79 1 70 24 0 0 10 53
8.000000E+03 9.999999E+01 2.600000E-06 46 4 5.000000E-07 44 6 0.000000E+00 0.000000E+00 81 1 68 30 0 0 10 56
8.500000E+03 9.999999E+01 2.600000E-06 46 4 5.000000E-07 44 6 0.000000E+00 0.000000E+00 84 1 65 34 0 0 10 61
9.000000E+03 9.999999E+01 2.600000E-06 46 4 5.000000E-07 44 6 0.000000E+00 0.000000E+00 86 1 63 41 0 0 10 66
9.500000E+03 9.999999E+01 2.600000E-06 46 4 5.000000E-07 44 6 0.000000E+00 0.000000E+00 86 1 63 43 0 0 10 70
1.000000E+04 9.999999E+01 2.600000E-06 46 4 5.000000E-07 44 6 0.000000E+00 0.000000E+00 87 1 62 50 0 0 10 77
1.050000E+04 9.999999E+01 2.600000E-06 46 4 5.000000E-07 44 6 0.000000E+00 0.000000E+00 89 1 60 57 0 0 10 81
1.100000E+04 9.999999E+01 3.200000E-06 46 4 6.000000E-07 43 7 0.000000E+00 0.000000E+00 90 1 59 57 0 0 10 83
1.150000E+04 9.999999E+01 3.200000E-06 46 4 5.000000E-07 42 8 0.000000E+00 0.000000E+00 95 1 54 60 0 0 10 88
1.200000E+04 9.999999E+01 3.800000E-06 46 4 6.000000E-07 41 9 0.000000E+00 0.000000E+00 98 1 51 63 0 0 10 94
1.250000E+04 9.999999E+01 3.800000E-06 46 4 6.000000E-07 41 9 0.000000E+00 0.000000E+00 98 1 51 70 0 0 10 98
1.300000E+04 9.999999E+01 3.800000E-06 46 4 6.000000E-07 41 9 0.000000E+00 0.000000E+00 98 1 51 76 0 0 10 102
