 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 1
1.500000E+03 9.999999E+01 5.000000E-07 49 1 1.000000E-07 49 1 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 5
2.000000E+03 9.999999E+01 1.100000E-06 49 1 2.000000E-07 48 2 0.000000E+00 0.000000E+00 54 0 96 0 0 0 0 6
2.500000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 47 3 0.000000E+00 0.000000E+00 54 0 96 0 0 0 0 8
3.000000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 47 3 0.000000E+00 0.000000E+00 57 0 93 1 0 0 10 13
3.500000E+03 9.999999E+01 2.300000E-06 49 1 4.000000E-07 46 4 0.000000E+00 0.000000E+00 60 0 90 1 0 0 10 21
4.000000E+03 9.999999E+01 2.200000E-06 48 2 4.000000E-07 46 4 0.000000E+00 0.000000E+00 62 0 88 2 0 0 10 25
4.500000E+03 9.999999E+01 2.200000E-06 48 2 3.000000E-07 45 5 0.000000E+00 0.000000E+00 66 0 84 4 0 0 10 30
5.000000E+03 9.999999E+01 2.100000E-06 47 3 3.000000E-07 45 5 0.000000E+00 0.000000E+00 67 1 82 4 0 0 10 35
5.500000E+03 9.999999E+01 2.100000E-06 47 3 3.000000E-07 45 5 0.000000E+00 0.000000E+00 67 1 82 7 0 0 10 40
6.000000E+03 9.999999E+01 2.700000E-06 47 3 4.000000E-07 44 6 0.000000E+00 0.000000E+00 68 1 81 8 0 0 10 43
6.500000E+03 9.999999E+01 2.600000E-06 46 4 3.000000E-07 43 7 0.000000E+00 0.000000E+00 72 1 77 10 0 0 10 50
7.000000E+03 9.999999E+01 2.600000E-06 46 4 3.000000E-07 43 7 0.000000E+00 0.000000E+00 74 1 75 13 0 0 10 54
7.500000E+03 9.999999E+01 2.600000E-06 46 4 3.000000E-07 43 7 0.000000E+00 0.000000E+00 78 1 71 17 0 0 10 60
8.000000E+03 9.999999E+01 2.500000E-06 45 5 2.000000E-07 42 8 0.000000E+00 0.000000E+00 83 1 66 19 0 0 10 66
8.500000E+03 9.999999E+01 2.500000E-06 45 5 2.000000E-07 42 8 0.000000E+00 0.000000E+00 85 1 64 25 0 0 10 70
9.000000E+03 9.999999E+01 2.500000E-06 45 5 1.000000E-07 41 9 0.000000E+00 0.000000E+00 85 1 64 33 0 0 10 73
9.500000E+03 9.999999E+01 2.500000E-06 45 5 1.000000E-07 41 9 0.000000E+00 0.000000E+00 90 1 59 41 0 0 10 75
1.000000E+04 9.999999E+01 2.500000E-06 45 5 0.000000E+00 40 10 0.000000E+00 0.000000E+00 92 1 57 44 0 0 10 79
1.050000E+04 9.999999E+01 2.500000E-06 45 5 0.000000E+00 40 10 0.000000E+00 0.000000E+00 97 1 52 53 0 0 10 85
1.100000E+04 9.999999E+01 3.100000E-06 45 5 1.000000E-07 39 11 0.000000E+00 0.000000E+00 102 1 47 58 0 0 18 89
