 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 49 1 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 49 1 100 0 0 0 0 0
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 1 98 0 0 0 0 4
2.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 53 1 96 0 0 0 0 6
2.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 54 1 95 0 0 0 0 7
3.000000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 58 1 91 1 0 0 0 9
3.500000E+03 9.999999E+01 1.200000E-06 50 0 3.000000E-07 49 1 0.000000E+00 0.000000E+00 58 1 91 1 0 0 0 11
4.000000E+03 9.999999E+01 1.200000E-06 50 0 3.000000E-07 49 1 0.000000E+00 0.000000E+00 58 1 91 3 0 0 0 16
4.500000E+03 9.999999E+01 1.200000E-06 50 0 3.000000E-07 49 1 0.000000E+00 0.000000E+00 60 1 89 6 0 0 0 22
5.000000E+03 9.999999E+01 1.100000E-06 49 1 1.000000E-07 47 3 0.000000E+00 0.000000E+00 66 1 83 10 0 2 0 25
5.500000E+03 9.999999E+01 1.700000E-06 49 1 2.000000E-07 46 4 0.000000E+00 0.000000E+00 67 1 82 11 0 2 0 31
6.000000E+03 9.999999E+01 2.300000E-06 49 1 3.000000E-07 45 5 0.000000E+00 0.000000E+00 70 1 79 13 0 2 0 35
6.500000E+03 9.999999E+01 2.300000E-06 49 1 1.000000E-07 43 7 0.000000E+00 0.000000E+00 72 1 77 14 0 2 0 38
7.000000E+03 9.999999E+01 2.300000E-06 49 1 0.000000E+00 42 8 0.000000E+00 0.000000E+00 75 1 74 17 0 2 0 42
7.500000E+03 9.999999E+01 2.200000E-06 48 2 0.000000E+00 42 8 0.000000E+00 0.000000E+00 77 1 72 19 0 2 0 47
8.000000E+03 9.999999E+01 2.800000E-06 48 2 2.000000E-07 42 8 0.000000E+00 0.000000E+00 83 1 66 25 0 2 0 54
8.500000E+03 9.999999E+01 3.400000E-06 48 2 4.000000E-07 42 8 0.000000E+00 0.000000E+00 84 1 65 32 0 2 0 58
9.000000E+03 9.999999E+01 4.000000E-06 48 2 6.000000E-07 42 8 0.000000E+00 0.000000E+00 86 1 63 38 0 2 0 64
9.500000E+03 9.999999E+01 3.900000E-06 47 3 6.000000E-07 42 8 0.000000E+00 0.000000E+00 89 1 60 46 0 2 0 71
1.000000E+04 9.999999E+01 3.900000E-06 47 3 6.000000E-07 42 8 0.000000E+00 0.000000E+00 90 1 59 49 0 2 0 77
1.050000E+04 9.999999E+01 4.400000E-06 46 4 8.000000E-07 42 8 0.000000E+00 0.000000E+00 91 1 58 53 0 2 0 83
1.100000E+04 9.999999E+01 4.900000E-06 45 5 1.000000E-06 42 8 0.000000E+00 0.000000E+00 94 1 55 57 0 2 0 88
1.150000E+04 9.999999E+01 4.900000E-06 45 5 9.000000E-07 41 9 0.000000E+00 0.000000E+00 96 1 53 63 0 2 0 96
1.200000E+04 9.999999E+01 5.500000E-06 45 5 1.100000E-06 41 9 0.000000E+00 0.000000E+00 98 1 51 67 0 4 0 102
1.250000E+04 9.999999E+01 5.500000E-06 45 5 1.100000E-06 41 9 0.000000E+00 0.000000E+00 98 1 51 72 0 6 0 108
1.300000E+04 9.999999E+01 6.100000E-06 45 5 1.300000E-06 41 9 0.000000E+00 0.000000E+00 102 1 47 78 0 6 0 114
1.350000E+04 9.999999E+01 6.000000E-06 44 6 1.300000E-06 41 9 0.000000E+00 0.000000E+00 103 1 46 81 0 6 0 117
1.400000E+04 9.999999E+01 6.600000E-06 44 6 1.400000E-06 40 10 0.000000E+00 0.000000E+00 105 0 45 88 0 6 0 122
1.450000E+04 9.999999E+01 7.100000E-06 43 7 1.600000E-06 40 10 0.000000E+00 0.000000E+00 106 0 44 91 0 6 10 130
1.500000E+04 9.999999E+01 7.100000E-06 43 7 1.600000E-06 40 10 0.000000E+00 0.000000E+00 110 0 40 98 0 6 10 132
1.550000E+04 9.999999E+01 7.000000E-06 42 8 1.600000E-06 40 10 0.000000E+00 0.000000E+00 110 0 40 107 0 6 10 136
1.600000E+04 9.999999E+01 7.000000E-06 42 8 1.600000E-06 40 10 0.000000E+00 0.000000E+00 115 0 35 111 0 6 10 139
1.650000E+04 9.999999E+01 7.600000E-06 42 8 1.700000E-06 39 11 0.000000E+00 0.000000E+00 117 0 33 120 0 6 10 145
1.700000E+04 9.999999E+01 7.400000E-06 40 10 1.700000E-06 39 11 0.000000E+00 0.000000E+00 118 0 32 127 0 6 10 148
1.750000E+04 9.999999E+01 8.000000E-06 40 10 1.900000E-06 39 11 0.000000E+00 0.000000E+00 119 0 31 136 0 6 10 153
