 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 2
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 4
1.500000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 6
2.000000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 48 2 0.000000E+00 0.000000E+00 53 0 97 0 0 0 0 10
2.500000E+03 9.999999E+01 1.100000E-06 49 1 1.000000E-07 46 4 0.000000E+00 0.000000E+00 55 0 95 1 0 0 0 13
3.000000E+03 9.999999E+01 1.700000E-06 49 1 0.000000E+00 43 7 0.000000E+00 0.000000E+00 56 0 94 3 0 0 0 16
3.500000E+03 9.999999E+01 2.300000E-06 49 1 1.000000E-07 42 8 0.000000E+00 0.000000E+00 55 1 94 4 0 0 0 18
4.000000E+03 9.999999E+01 2.900000E-06 49 1 3.000000E-07 42 8 0.000000E+00 0.000000E+00 59 1 90 4 0 0 0 24
4.500000E+03 9.999999E+01 2.800000E-06 48 2 3.000000E-07 42 8 0.000000E+00 0.000000E+00 60 1 89 5 0 0 0 29
5.000000E+03 9.999999E+01 2.800000E-06 48 2 3.000000E-07 42 8 0.000000E+00 0.000000E+00 63 1 86 6 0 0 0 32
5.500000E+03 9.999999E+01 3.400000E-06 48 2 5.000000E-07 42 8 0.000000E+00 0.000000E+00 65 1 84 6 0 0 0 36
6.000000E+03 9.999999E+01 4.000000E-06 48 2 6.000000E-07 41 9 0.000000E+00 0.000000E+00 68 1 81 7 0 0 0 39
6.500000E+03 9.999999E+01 4.000000E-06 48 2 6.000000E-07 41 9 0.000000E+00 0.000000E+00 71 1 78 9 0 0 0 43
7.000000E+03 9.999999E+01 4.600000E-06 48 2 8.000000E-07 41 9 0.000000E+00 0.000000E+00 73 1 76 13 0 0 0 46
7.500000E+03 9.999999E+01 4.600000E-06 48 2 7.000000E-07 40 10 0.000000E+00 0.000000E+00 77 1 72 15 0 0 0 53
8.000000E+03 9.999999E+01 4.600000E-06 48 2 7.000000E-07 40 10 0.000000E+00 0.000000E+00 78 1 71 23 0 0 0 57
8.500000E+03 9.999999E+01 4.600000E-06 48 2 6.000000E-07 39 11 0.000000E+00 0.000000E+00 81 1 68 25 0 0 0 65
9.000000E+03 9.999999E+01 4.600000E-06 48 2 6.000000E-07 39 11 0.000000E+00 0.000000E+00 84 1 65 36 0 0 0 74
9.500000E+03 9.999999E+01 5.800000E-06 48 2 1.000000E-06 39 11 0.000000E+00 0.000000E+00 90 1 59 43 0 0 0 80
1.000000E+04 9.999999E+01 5.800000E-06 48 2 8.000000E-07 37 13 0.000000E+00 0.000000E+00 91 1 58 51 0 0 0 84
1.050000E+04 9.999999E+01 6.400000E-06 48 2 1.000000E-06 37 13 0.000000E+00 0.000000E+00 98 1 51 55 0 0 0 88
1.100000E+04 9.999999E+01 6.300000E-06 47 3 8.000000E-07 35 15 0.000000E+00 0.000000E+00 100 1 49 63 0 0 0 93
1.150000E+04 9.999999E+01 6.300000E-06 47 3 6.000000E-07 33 17 0.000000E+00 0.000000E+00 104 1 45 68 0 2 0 96
1.200000E+04 9.999999E+01 6.300000E-06 47 3 6.000000E-07 33 17 0.000000E+00 0.000000E+00 105 1 44 73 0 2 0 103
1.250000E+04 9.999999E+01 6.300000E-06 47 3 6.000000E-07 33 17 0.000000E+00 0.000000E+00 106 1 43 77 0 2 0 108
1.300000E+04 9.999999E+01 6.900000E-06 47 3 8.000000E-07 33 17 0.000000E+00 0.000000E+00 109 1 40 79 0 2 0 111
1.350000E+04 9.999999E+01 6.800000E-06 46 4 8.000000E-07 33 17 0.000000E+00 0.000000E+00 110 1 39 88 0 4 0 113
1.400000E+04 9.999999E+01 6.800000E-06 46 4 8.000000E-07 34 16 0.000000E+00 0.000000E+00 110 3 37 95 0 4 4 121
1.450000E+04 9.999999E+01 6.800000E-06 46 4 7.000000E-07 33 17 0.000000E+00 0.000000E+00 115 1 34 104 0 4 4 125
1.500000E+04 9.999999E+01 6.800000E-06 46 4 7.000000E-07 33 17 0.000000E+00 0.000000E+00 117 1 32 113 0 4 4 134
1.550000E+04 9.999999E+01 6.800000E-06 46 4 7.000000E-07 33 17 0.000000E+00 0.000000E+00 120 1 29 117 0 6 4 140
1.600000E+04 9.999999E+01 6.800000E-06 46 4 6.000000E-07 32 18 0.000000E+00 0.000000E+00 122 1 27 127 0 6 4 144
1.650000E+04 9.999999E+01 6.700000E-06 45 5 6.000000E-07 32 18 0.000000E+00 0.000000E+00 122 1 27 138 0 8 4 147
1.700000E+04 9.999999E+01 6.700000E-06 45 5 6.000000E-07 32 18 0.000000E+00 0.000000E+00 123 1 26 147 0 8 4 154
1.750000E+04 9.999999E+01 6.700000E-06 45 5 6.000000E-07 32 18 0.000000E+00 0.000000E+00 123 0 27 154 0 8 4 158
1.800000E+04 9.999999E+01 6.700000E-06 45 5 6.000000E-07 32 18 0.000000E+00 0.000000E+00 123 0 27 156 0 8 4 162
1.850000E+04 9.999999E+01 7.300000E-06 45 5 8.000000E-07 32 18 0.000000E+00 0.000000E+00 124 0 26 166 0 8 6 164
1.900000E+04 9.999999E+01 7.200000E-06 44 6 8.000000E-07 32 18 0.000000E+00 0.000000E+00 127 0 23 171 0 12 6 168
1.950000E+04 9.999999E+01 7.800000E-06 44 6 8.000000E-07 30 20 0.000000E+00 0.000000E+00 127 0 23 179 0 12 6 172
2.000000E+04 9.999999E+01 7.800000E-06 44 6 8.000000E-07 30 20 0.000000E+00 0.000000E+00 127 0 23 187 0 12 6 179
2.050000E+04 9.999999E+01 7.800000E-06 44 6 8.000000E-07 30 20 0.000000E+00 0.000000E+00 128 0 22 192 0 12 6 185
2.100000E+04 9.999999E+01 7.800000E-06 44 6 8.000000E-07 30 20 0.000000E+00 0.000000E+00 128 0 22 200 0 12 6 190
2.150000E+04 9.999999E+01 8.400000E-06 44 6 9.000000E-07 29 21 0.000000E+00 0.000000E+00 128 0 22 208 0 14 6 191
2.200000E+04 9.999999E+01 8.400000E-06 44 6 9.000000E-07 29 21 0.000000E+00 0.000000E+00 130 0 20 217 0 14 6 198
2.250000E+04 9.999999E+01 8.400000E-06 44 6 9.000000E-07 29 21 0.000000E+00 0.000000E+00 131 0 19 219 0 14 16 198
2.300000E+04 9.999999E+01 8.900000E-06 43 7 1.000000E-06 28 22 0.000000E+00 0.000000E+00 132 0 18 221 0 18 16 202
