 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 1 0 0 0 2
1.500000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 55 0 95 1 0 0 0 5
2.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 56 0 94 2 0 0 0 6
2.500000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 47 3 0.000000E+00 0.000000E+00 58 1 91 4 0 0 0 10
3.000000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 47 3 0.000000E+00 0.000000E+00 62 1 87 4 0 0 0 17
3.500000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 47 3 0.000000E+00 0.000000E+00 67 1 82 8 0 0 0 25
4.000000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 47 3 0.000000E+00 0.000000E+00 69 1 80 12 0 0 0 31
4.500000E+03 9.999999E+01 1.200000E-06 50 0 2.000000E-07 47 3 0.000000E+00 0.000000E+00 72 1 77 15 0 0 0 35
5.000000E+03 9.999999E+01 1.200000E-06 50 0 1.000000E-07 46 4 0.000000E+00 0.000000E+00 75 1 74 16 0 0 0 40
5.500000E+03 9.999999E+01 1.000000E-06 48 2 1.000000E-07 46 4 0.000000E+00 0.000000E+00 79 1 70 16 0 0 0 44
6.000000E+03 9.999999E+01 9.000000E-07 47 3 1.000000E-07 46 4 0.000000E+00 0.000000E+00 83 1 66 18 0 2 0 49
6.500000E+03 9.999999E+01 9.000000E-07 47 3 1.000000E-07 46 4 0.000000E+00 0.000000E+00 88 1 61 22 0 2 0 51
7.000000E+03 9.999999E+01 1.500000E-06 47 3 3.000000E-07 46 4 0.000000E+00 0.000000E+00 90 1 59 24 0 2 0 53
7.500000E+03 9.999999E+01 1.500000E-06 47 3 3.000000E-07 46 4 0.000000E+00 0.000000E+00 91 1 58 28 0 2 0 57
8.000000E+03 9.999999E+01 2.100000E-06 47 3 4.000000E-07 45 5 0.000000E+00 0.000000E+00 94 1 55 36 0 2 0 59
8.500000E+03 9.999999E+01 2.100000E-06 47 3 3.000000E-07 44 6 0.000000E+00 0.000000E+00 98 1 51 39 0 2 0 64
9.000000E+03 9.999999E+01 2.100000E-06 47 3 2.000000E-07 43 7 0.000000E+00 0.000000E+00 101 1 48 46 0 2 0 65
9.500000E+03 9.999999E+01 2.100000E-06 47 3 2.000000E-07 43 7 0.000000E+00 0.000000E+00 102 1 47 49 0 2 0 72
1.000000E+04 9.999999E+01 2.100000E-06 47 3 2.000000E-07 43 7 0.000000E+00 0.000000E+00 104 1 45 56 0 2 0 74
1.050000E+04 9.999999E+01 2.100000E-06 47 3 2.000000E-07 43 7 0.000000E+00 0.000000E+00 105 1 44 62 0 2 0 82
1.100000E+04 9.999999E+01 2.100000E-06 47 3 2.000000E-07 43 7 0.000000E+00 0.000000E+00 106 1 43 68 0 2 0 86
