 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 0
1.500000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 53 1 96 1 0 0 0 4
2.000000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 53 1 96 1 0 0 0 7
2.500000E+03 9.999999E+01 1.200000E-06 50 0 4.000000E-07 50 0 0.000000E+00 0.000000E+00 54 1 95 2 0 0 0 11
3.000000E+03 9.999999E+01 1.200000E-06 50 0 3.000000E-07 49 1 0.000000E+00 0.000000E+00 55 1 94 3 0 0 0 13
3.500000E+03 9.999999E+01 1.200000E-06 50 0 2.000000E-07 48 2 0.000000E+00 0.000000E+00 55 1 94 5 0 0 0 13
4.000000E+03 9.999999E+01 1.200000E-06 50 0 2.000000E-07 48 2 0.000000E+00 0.000000E+00 56 1 93 6 0 0 0 19
4.500000E+03 9.999999E+01 1.100000E-06 49 1 2.000000E-07 48 2 0.000000E+00 0.000000E+00 60 1 89 10 0 0 0 23
5.000000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 47 3 0.000000E+00 0.000000E+00 61 1 88 10 0 0 0 28
5.500000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 47 3 0.000000E+00 0.000000E+00 63 1 86 11 0 0 0 32
6.000000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 47 3 0.000000E+00 0.000000E+00 65 1 84 14 0 0 0 35
6.500000E+03 9.999999E+01 2.300000E-06 49 1 3.000000E-07 45 5 0.000000E+00 0.000000E+00 67 1 82 17 0 2 0 41
7.000000E+03 9.999999E+01 2.900000E-06 49 1 5.000000E-07 45 5 0.000000E+00 0.000000E+00 70 1 79 19 0 4 0 44
7.500000E+03 9.999999E+01 2.900000E-06 49 1 5.000000E-07 45 5 0.000000E+00 0.000000E+00 73 1 76 20 0 4 0 52
8.000000E+03 9.999999E+01 2.800000E-06 48 2 5.000000E-07 45 5 0.000000E+00 0.000000E+00 76 1 73 24 0 6 0 57
8.500000E+03 9.999999E+01 2.800000E-06 48 2 4.000000E-07 44 6 0.000000E+00 0.000000E+00 76 1 73 28 0 6 0 61
9.000000E+03 9.999999E+01 2.800000E-06 48 2 4.000000E-07 44 6 0.000000E+00 0.000000E+00 80 1 69 32 0 6 0 66
9.500000E+03 9.999999E+01 4.600000E-06 48 2 9.000000E-07 43 7 0.000000E+00 0.000000E+00 84 1 65 36 0 8 0 71
1.000000E+04 9.999999E+01 4.500000E-06 47 3 9.000000E-07 43 7 0.000000E+00 0.000000E+00 88 1 61 41 0 8 0 75
1.050000E+04 9.999999E+01 4.500000E-06 47 3 8.000000E-07 42 8 0.000000E+00 0.000000E+00 90 1 59 42 0 8 0 80
1.100000E+04 9.999999E+01 5.100000E-06 47 3 1.000000E-06 42 8 0.000000E+00 0.000000E+00 91 1 58 46 0 8 0 88
