 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 1 99 0 0 0 0 2
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 1 99 0 0 0 0 2
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 53 1 96 1 0 0 0 6
2.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 53 1 96 1 0 0 0 7
2.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 57 1 92 2 0 0 0 14
3.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 59 1 90 3 0 0 0 16
3.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 63 1 86 4 0 0 0 21
4.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 67 1 82 5 0 0 0 24
4.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 68 1 81 10 0 0 0 28
5.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 71 1 78 14 0 0 0 29
5.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 73 1 76 17 0 2 0 31
6.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 74 1 75 21 0 2 0 33
6.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 74 1 75 23 0 2 0 38
7.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 76 1 73 26 0 2 0 43
7.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 76 1 73 34 0 2 0 49
8.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 78 1 71 39 0 2 0 51
8.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 81 1 68 40 0 2 0 55
9.000000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 82 1 67 45 0 2 0 58
9.500000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 86 1 63 47 0 2 0 61
1.000000E+04 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 88 1 61 50 0 2 0 66
1.050000E+04 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 88 1 61 53 0 2 0 69
1.100000E+04 9.999999E+01 6.000000E-07 50 0 0.000000E+00 48 2 0.000000E+00 0.000000E+00 91 1 58 61 0 2 0 78
1.150000E+04 9.999999E+01 2.400000E-06 50 0 6.000000E-07 48 2 0.000000E+00 0.000000E+00 93 1 56 68 0 2 0 80
1.200000E+04 9.999999E+01 2.400000E-06 50 0 6.000000E-07 48 2 0.000000E+00 0.000000E+00 96 1 53 73 0 2 6 89
1.250000E+04 9.999999E+01 2.400000E-06 50 0 6.000000E-07 48 2 0.000000E+00 0.000000E+00 97 1 52 74 0 2 6 93
1.300000E+04 9.999999E+01 2.400000E-06 50 0 6.000000E-07 48 2 0.000000E+00 0.000000E+00 97 1 52 78 0 2 6 99
1.350000E+04 9.999999E+01 2.400000E-06 50 0 5.000000E-07 47 3 0.000000E+00 0.000000E+00 99 1 50 80 0 2 6 105
1.400000E+04 9.999999E+01 2.400000E-06 50 0 5.000000E-07 47 3 0.000000E+00 0.000000E+00 100 1 49 87 0 2 6 109
1.450000E+04 9.999999E+01 3.000000E-06 50 0 7.000000E-07 47 3 0.000000E+00 0.000000E+00 102 1 47 92 0 2 6 112
1.500000E+04 9.999999E+01 2.900000E-06 49 1 7.000000E-07 47 3 0.000000E+00 0.000000E+00 102 1 47 97 0 2 6 116
1.550000E+04 9.999999E+01 2.900000E-06 49 1 4.000000E-07 44 6 0.000000E+00 0.000000E+00 103 1 46 101 0 2 6 118
1.600000E+04 9.999999E+01 2.900000E-06 49 1 4.000000E-07 44 6 0.000000E+00 0.000000E+00 105 0 45 105 0 2 6 120
1.650000E+04 9.999999E+01 3.500000E-06 49 1 5.000000E-07 43 7 0.000000E+00 0.000000E+00 107 0 43 111 0 2 6 127
1.700000E+04 9.999999E+01 3.500000E-06 49 1 4.000000E-07 42 8 0.000000E+00 0.000000E+00 110 0 40 116 0 2 6 131
1.750000E+04 9.999999E+01 3.500000E-06 49 1 4.000000E-07 42 8 0.000000E+00 0.000000E+00 111 0 39 120 0 2 6 135
1.800000E+04 9.999999E+01 3.500000E-06 49 1 4.000000E-07 42 8 0.000000E+00 0.000000E+00 113 0 37 126 0 2 6 139
1.850000E+04 9.999999E+01 3.500000E-06 49 1 2.000000E-07 40 10 0.000000E+00 0.000000E+00 118 0 32 134 0 4 6 142
1.900000E+04 9.999999E+01 3.500000E-06 49 1 1.000000E-07 39 11 0.000000E+00 0.000000E+00 118 0 32 141 0 4 6 149
1.950000E+04 9.999999E+01 3.400000E-06 48 2 1.000000E-07 39 11 0.000000E+00 0.000000E+00 118 0 32 148 0 4 6 157
2.000000E+04 9.999999E+01 3.400000E-06 48 2 1.000000E-07 39 11 0.000000E+00 0.000000E+00 119 0 31 157 0 4 6 159
2.050000E+04 9.999999E+01 4.000000E-06 48 2 2.000000E-07 38 12 0.000000E+00 0.000000E+00 122 0 28 166 0 4 6 164
2.100000E+04 9.999999E+01 4.600000E-06 48 2 4.000000E-07 38 12 0.000000E+00 0.000000E+00 124 0 26 174 0 4 6 166
2.150000E+04 9.999999E+01 4.600000E-06 48 2 4.000000E-07 38 12 0.000000E+00 0.000000E+00 125 0 25 178 0 4 6 172
2.200000E+04 9.999999E+01 4.600000E-06 48 2 4.000000E-07 38 12 0.000000E+00 0.000000E+00 128 0 22 183 0 4 6 177
2.250000E+04 9.999999E+01 4.600000E-06 48 2 4.000000E-07 38 12 0.000000E+00 0.000000E+00 129 0 21 190 0 4 6 185
2.300000E+04 9.999999E+01 4.600000E-06 48 2 4.000000E-07 38 12 0.000000E+00 0.000000E+00 132 0 18 199 0 4 6 190
2.350000E+04 9.999999E+01 5.100000E-06 47 3 6.000000E-07 38 12 0.000000E+00 0.000000E+00 133 0 17 206 0 4 6 195
2.400000E+04 9.999999E+01 5.100000E-06 47 3 5.000000E-07 37 13 0.000000E+00 0.000000E+00 134 0 16 211 0 4 6 204
2.450000E+04 9.999999E+01 5.100000E-06 47 3 5.000000E-07 37 13 0.000000E+00 0.000000E+00 134 0 16 217 0 4 6 209
2.500000E+04 9.999999E+01 5.600000E-06 46 4 7.000000E-07 37 13 0.000000E+00 0.000000E+00 134 0 16 223 0 4 6 213
2.550000E+04 9.999999E+01 5.600000E-06 46 4 7.000000E-07 37 13 0.000000E+00 0.000000E+00 135 0 15 229 0 4 6 216
2.600000E+04 9.999999E+01 5.600000E-06 46 4 7.000000E-07 37 13 0.000000E+00 0.000000E+00 136 0 14 232 0 6 6 218
2.650000E+04 9.999999E+01 5.500000E-06 45 5 7.000000E-07 37 13 0.000000E+00 0.000000E+00 136 0 14 240 0 6 6 227
2.700000E+04 9.999999E+01 5.500000E-06 45 5 7.000000E-07 37 13 0.000000E+00 0.000000E+00 138 0 12 244 0 6 6 233
2.750000E+04 9.999999E+01 5.500000E-06 45 5 6.000000E-07 36 14 0.000000E+00 0.000000E+00 138 0 12 249 0 6 6 235
2.800000E+04 9.999999E+01 5.500000E-06 45 5 6.000000E-07 36 14 0.000000E+00 0.000000E+00 138 0 12 253 0 6 6 237
2.850000E+04 9.999999E+01 6.700000E-06 45 5 1.000000E-06 36 14 0.000000E+00 0.000000E+00 138 0 12 255 0 6 12 239
2.900000E+04 9.999999E+01 6.700000E-06 45 5 1.000000E-06 36 14 0.000000E+00 0.000000E+00 139 0 11 262 0 6 12 243
2.950000E+04 9.999999E+01 6.700000E-06 45 5 1.000000E-06 36 14 0.000000E+00 0.000000E+00 139 0 11 264 0 8 12 245
3.000000E+04 9.999999E+01 6.700000E-06 45 5 9.000000E-07 35 15 0.000000E+00 0.000000E+00 140 0 10 270 0 8 12 249
3.050000E+04 9.999999E+01 6.700000E-06 45 5 8.000000E-07 34 16 0.000000E+00 0.000000E+00 141 0 9 271 0 10 12 252
3.100000E+04 9.999999E+01 6.700000E-06 45 5 6.000000E-07 32 18 0.000000E+00 0.000000E+00 141 0 9 279 0 10 12 255
3.150000E+04 9.999999E+01 7.300000E-06 45 5 6.000000E-07 30 20 0.000000E+00 0.000000E+00 141 0 9 281 4 12 12 258
3.200000E+04 9.999999E+01 7.300000E-06 45 5 6.000000E-07 30 20 0.000000E+00 0.000000E+00 141 0 9 287 4 12 12 263
3.250000E+04 9.999999E+01 7.900000E-06 45 5 7.000000E-07 30 20 0.000000E+00 0.000000E+00 139 2 9 292 4 12 12 265
3.300000E+04 9.999999E+01 7.900000E-06 45 5 7.000000E-07 30 20 0.000000E+00 0.000000E+00 140 2 8 297 4 12 12 272
3.350000E+04 9.999999E+01 7.900000E-06 45 5 7.000000E-07 30 20 0.000000E+00 0.000000E+00 140 2 8 302 4 12 12 272
3.400000E+04 9.999999E+01 7.900000E-06 45 5 7.000000E-07 30 20 0.000000E+00 0.000000E+00 140 2 8 304 4 14 12 273
3.450000E+04 9.999999E+01 8.500000E-06 45 5 9.000000E-07 30 20 0.000000E+00 0.000000E+00 140 2 8 308 4 14 12 276
3.500000E+04 9.999999E+01 9.700000E-06 45 5 1.300000E-06 30 20 0.000000E+00 0.000000E+00 140 2 8 310 4 14 12 276
3.550000E+04 9.999999E+01 1.030000E-05 45 5 1.400000E-06 29 21 0.000000E+00 0.000000E+00 140 2 8 313 4 16 12 280
3.600000E+04 9.999999E+01 1.090000E-05 45 5 1.600000E-06 29 21 0.000000E+00 0.000000E+00 140 2 8 313 4 18 12 283
3.650000E+04 9.999999E+01 1.150000E-05 45 5 1.800000E-06 29 21 0.000000E+00 0.000000E+00 140 2 8 316 4 18 12 281
3.700000E+04 9.999999E+01 1.150000E-05 45 5 1.800000E-06 29 21 0.000000E+00 0.000000E+00 140 1 9 319 5 22 12 284
3.750000E+04 9.999999E+01 1.150000E-05 45 5 1.800000E-06 29 21 0.000000E+00 0.000000E+00 140 0 10 321 5 22 12 286
3.800000E+04 9.999999E+01 1.140000E-05 44 6 1.800000E-06 29 21 0.000000E+00 0.000000E+00 140 0 10 322 5 24 12 286
3.850000E+04 9.999999E+01 1.140000E-05 44 6 1.700000E-06 28 22 0.000000E+00 0.000000E+00 140 0 10 326 5 26 12 289
3.900000E+04 9.999999E+01 1.140000E-05 44 6 1.600000E-06 27 23 0.000000E+00 0.000000E+00 140 0 10 328 6 26 16 288
3.950000E+04 9.999999E+01 1.140000E-05 44 6 1.600000E-06 27 23 0.000000E+00 0.000000E+00 140 0 10 332 6 26 16 290
