 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 1
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 3
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 54 0 96 0 0 0 0 7
2.000000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 55 0 95 1 0 0 0 13
2.500000E+03 9.999999E+01 5.000000E-07 49 1 2.000000E-07 50 0 0.000000E+00 0.000000E+00 54 1 95 2 0 0 0 16
3.000000E+03 9.999999E+01 1.000000E-06 48 2 4.000000E-07 50 0 0.000000E+00 0.000000E+00 56 1 93 3 0 0 0 19
3.500000E+03 9.999999E+01 1.000000E-06 48 2 2.000000E-07 48 2 0.000000E+00 0.000000E+00 59 1 90 3 0 0 0 25
4.000000E+03 9.999999E+01 2.100000E-06 47 3 6.000000E-07 48 2 0.000000E+00 0.000000E+00 61 1 88 5 0 0 0 29
4.500000E+03 9.999999E+01 2.700000E-06 47 3 6.000000E-07 46 4 0.000000E+00 0.000000E+00 61 1 88 7 0 0 0 34
5.000000E+03 9.999999E+01 2.700000E-06 47 3 6.000000E-07 46 4 0.000000E+00 0.000000E+00 62 0 88 10 0 0 0 40
5.500000E+03 9.999999E+01 2.700000E-06 47 3 6.000000E-07 46 4 0.000000E+00 0.000000E+00 62 0 88 15 0 0 0 41
6.000000E+03 9.999999E+01 2.600000E-06 46 4 5.000000E-07 45 5 0.000000E+00 0.000000E+00 64 0 86 16 0 0 0 46
6.500000E+03 9.999999E+01 3.100000E-06 45 5 4.000000E-07 42 8 0.000000E+00 0.000000E+00 67 0 83 20 0 0 0 51
7.000000E+03 9.999999E+01 3.100000E-06 45 5 4.000000E-07 42 8 0.000000E+00 0.000000E+00 69 0 81 23 0 0 0 53
7.500000E+03 9.999999E+01 3.700000E-06 45 5 6.000000E-07 42 8 0.000000E+00 0.000000E+00 75 0 75 25 0 0 8 57
8.000000E+03 9.999999E+01 3.700000E-06 45 5 6.000000E-07 42 8 0.000000E+00 0.000000E+00 77 0 73 32 0 0 8 64
8.500000E+03 9.999999E+01 3.700000E-06 45 5 6.000000E-07 42 8 0.000000E+00 0.000000E+00 82 0 68 36 0 2 8 69
9.000000E+03 9.999999E+01 3.700000E-06 45 5 6.000000E-07 42 8 0.000000E+00 0.000000E+00 85 0 65 37 0 2 8 73
9.500000E+03 9.999999E+01 4.300000E-06 45 5 7.000000E-07 41 9 0.000000E+00 0.000000E+00 88 0 62 44 0 2 8 76
1.000000E+04 9.999999E+01 4.300000E-06 45 5 6.000000E-07 40 10 0.000000E+00 0.000000E+00 93 0 57 49 0 2 18 81
1.050000E+04 9.999999E+01 4.200000E-06 44 6 6.000000E-07 40 10 0.000000E+00 0.000000E+00 94 0 56 54 0 2 18 84
1.100000E+04 9.999999E+01 4.200000E-06 44 6 6.000000E-07 40 10 0.000000E+00 0.000000E+00 94 0 56 58 0 2 18 91
1.150000E+04 9.999999E+01 4.800000E-06 44 6 8.000000E-07 40 10 0.000000E+00 0.000000E+00 98 0 52 63 0 2 18 96
1.200000E+04 9.999999E+01 4.700000E-06 43 7 8.000000E-07 40 10 0.000000E+00 0.000000E+00 99 0 51 66 0 2 18 99
1.250000E+04 9.999999E+01 4.700000E-06 43 7 8.000000E-07 40 10 0.000000E+00 0.000000E+00 100 0 50 70 0 2 18 102
1.300000E+04 9.999999E+01 5.300000E-06 43 7 9.000000E-07 39 11 0.000000E+00 0.000000E+00 101 0 49 75 0 2 18 108
1.350000E+04 9.999999E+01 5.900000E-06 43 7 1.100000E-06 39 11 0.000000E+00 0.000000E+00 103 0 47 80 0 2 18 111
1.400000E+04 9.999999E+01 6.500000E-06 43 7 1.300000E-06 39 11 0.000000E+00 0.000000E+00 103 0 47 88 0 2 18 117
1.450000E+04 9.999999E+01 7.100000E-06 43 7 1.500000E-06 39 11 0.000000E+00 0.000000E+00 106 0 44 95 0 2 18 120
1.500000E+04 9.999999E+01 7.700000E-06 43 7 1.700000E-06 39 11 0.000000E+00 0.000000E+00 108 0 42 100 0 2 18 127
1.550000E+04 9.999999E+01 7.700000E-06 43 7 1.500000E-06 38 12 0.000000E+00 0.000000E+00 107 2 41 109 0 4 18 131
1.600000E+04 9.999999E+01 7.700000E-06 43 7 1.300000E-06 36 14 0.000000E+00 0.000000E+00 108 1 41 112 0 4 18 135
1.650000E+04 9.999999E+01 8.300000E-06 43 7 1.500000E-06 36 14 0.000000E+00 0.000000E+00 111 1 38 121 0 4 18 141
1.700000E+04 9.999999E+01 8.900000E-06 43 7 1.700000E-06 36 14 0.000000E+00 0.000000E+00 113 1 36 128 0 4 18 147
1.750000E+04 9.999999E+01 8.900000E-06 43 7 1.700000E-06 36 14 0.000000E+00 0.000000E+00 117 1 32 135 0 4 18 147
1.800000E+04 9.999999E+01 8.800000E-06 43 7 1.700000E-06 36 14 0.000000E+00 0.000000E+00 118 1 31 143 0 4 18 154
1.850000E+04 9.999999E+01 8.800000E-06 43 7 1.700000E-06 36 14 0.000000E+00 0.000000E+00 120 1 29 146 0 4 18 158
1.900000E+04 9.999999E+01 9.300000E-06 42 8 1.900000E-06 36 14 0.000000E+00 0.000000E+00 121 1 28 156 0 4 18 159
1.950000E+04 9.999999E+01 9.300000E-06 42 8 1.900000E-06 36 14 0.000000E+00 0.000000E+00 121 1 28 162 0 4 18 164
