 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 1
1.500000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 2
2.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 51 1 98 0 0 0 0 4
2.500000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 51 1 98 1 0 0 0 10
3.000000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 48 2 0.000000E+00 0.000000E+00 56 1 93 1 0 0 0 13
3.500000E+03 9.999999E+01 6.000000E-07 50 0 0.000000E+00 48 2 0.000000E+00 0.000000E+00 56 1 93 2 0 0 0 16
4.000000E+03 9.999999E+01 5.000000E-07 49 1 0.000000E+00 47 3 0.000000E+00 0.000000E+00 58 0 92 2 0 0 0 18
4.500000E+03 9.999999E+01 1.100000E-06 49 1 2.000000E-07 47 3 0.000000E+00 0.000000E+00 61 0 89 4 0 0 0 22
5.000000E+03 9.999999E+01 1.100000E-06 49 1 1.000000E-07 46 4 0.000000E+00 0.000000E+00 63 0 87 5 0 0 0 29
5.500000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 46 4 0.000000E+00 0.000000E+00 66 0 84 8 0 0 0 29
6.000000E+03 9.999999E+01 1.700000E-06 49 1 3.000000E-07 46 4 0.000000E+00 0.000000E+00 68 0 82 11 0 0 0 37
6.500000E+03 9.999999E+01 2.300000E-06 49 1 5.000000E-07 46 4 0.000000E+00 0.000000E+00 72 0 78 12 0 0 0 43
7.000000E+03 9.999999E+01 2.900000E-06 49 1 7.000000E-07 46 4 0.000000E+00 0.000000E+00 74 0 76 14 0 0 0 50
7.500000E+03 9.999999E+01 2.800000E-06 48 2 7.000000E-07 46 4 0.000000E+00 0.000000E+00 78 0 72 17 0 0 0 54
8.000000E+03 9.999999E+01 3.400000E-06 48 2 8.000000E-07 45 5 0.000000E+00 0.000000E+00 81 0 69 23 0 0 0 60
8.500000E+03 9.999999E+01 3.300000E-06 47 3 8.000000E-07 45 5 0.000000E+00 0.000000E+00 83 0 67 25 0 0 0 66
9.000000E+03 9.999999E+01 3.200000E-06 46 4 8.000000E-07 45 5 0.000000E+00 0.000000E+00 84 0 66 30 0 0 0 72
9.500000E+03 9.999999E+01 3.200000E-06 46 4 6.000000E-07 43 7 0.000000E+00 0.000000E+00 86 0 64 36 0 2 0 77
1.000000E+04 9.999999E+01 3.200000E-06 46 4 6.000000E-07 43 7 0.000000E+00 0.000000E+00 91 0 59 39 0 2 0 83
1.050000E+04 9.999999E+01 5.000000E-06 46 4 1.100000E-06 42 8 0.000000E+00 0.000000E+00 94 0 56 41 0 2 0 87
1.100000E+04 9.999999E+01 6.200000E-06 46 4 1.500000E-06 42 8 0.000000E+00 0.000000E+00 96 0 54 46 0 2 10 88
