 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
1.000000E+03 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 52 0 98 0 0 0 0 1
1.500000E+03 9.999999E+01 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 53 0 97 0 0 0 0 8
2.000000E+03 9.999999E+01 5.000000E-07 49 1 2.000000E-07 50 0 0.000000E+00 0.000000E+00 55 0 95 0 0 0 0 8
2.500000E+03 9.999999E+01 5.000000E-07 49 1 0.000000E+00 48 2 0.000000E+00 0.000000E+00 56 0 94 1 0 0 0 12
3.000000E+03 9.999999E+01 4.000000E-07 48 2 0.000000E+00 47 3 0.000000E+00 0.000000E+00 58 0 92 2 0 0 0 19
3.500000E+03 9.999999E+01 4.000000E-07 48 2 0.000000E+00 47 3 0.000000E+00 0.000000E+00 59 1 90 3 0 0 0 25
4.000000E+03 9.999999E+01 4.000000E-07 48 2 0.000000E+00 47 3 0.000000E+00 0.000000E+00 62 1 87 3 0 0 0 32
4.500000E+03 9.999999E+01 4.000000E-07 48 2 0.000000E+00 47 3 0.000000E+00 0.000000E+00 63 1 86 6 0 0 0 38
5.000000E+03 9.999999E+01 3.000000E-07 47 3 0.000000E+00 47 3 0.000000E+00 0.000000E+00 67 1 82 7 0 0 0 44
5.500000E+03 9.999999E+01 9.000000E-07 47 3 2.000000E-07 47 3 0.000000E+00 0.000000E+00 70 1 79 8 0 0 0 47
6.000000E+03 9.999999E+01 1.500000E-06 47 3 3.000000E-07 46 4 0.000000E+00 0.000000E+00 72 1 77 10 0 0 0 54
6.500000E+03 9.999999E+01 2.100000E-06 47 3 3.000000E-07 44 6 0.000000E+00 0.000000E+00 78 1 71 14 0 0 20 58
7.000000E+03 9.999999E+01 2.100000E-06 47 3 3.000000E-07 44 6 0.000000E+00 0.000000E+00 81 1 68 22 0 0 20 67
7.500000E+03 9.999999E+01 2.000000E-06 46 4 3.000000E-07 44 6 0.000000E+00 0.000000E+00 83 1 66 24 0 0 20 72
8.000000E+03 9.999999E+01 2.000000E-06 46 4 2.000000E-07 43 7 0.000000E+00 0.000000E+00 88 1 61 28 0 0 20 75
8.500000E+03 9.999999E+01 2.600000E-06 46 4 3.000000E-07 42 8 0.000000E+00 0.000000E+00 88 1 61 32 0 0 20 80
9.000000E+03 9.999999E+01 2.600000E-06 46 4 3.000000E-07 42 8 0.000000E+00 0.000000E+00 89 1 60 38 0 0 20 88
9.500000E+03 9.999999E+01 2.600000E-06 46 4 3.000000E-07 42 8 0.000000E+00 0.000000E+00 91 1 58 44 0 0 20 91
1.000000E+04 9.999999E+01 2.600000E-06 46 4 2.000000E-07 41 9 0.000000E+00 0.000000E+00 91 1 58 48 0 0 20 99
1.050000E+04 9.999999E+01 2.600000E-06 46 4 2.000000E-07 41 9 0.000000E+00 0.000000E+00 92 1 57 51 0 0 20 104
1.100000E+04 9.999999E+01 3.200000E-06 46 4 4.000000E-07 41 9 0.000000E+00 0.000000E+00 93 1 56 56 0 0 20 108
