 time 'glucose' 'NADH' 'Complex_I_without_NADH' 'Complex_I_with_NADH' 'succinate' 'Complex_II_without_succinate' 'Complex_II_with_succinate' 'quinols' 'Quinols' 'NapC_with_0_e' 'NapC_with_2_e' 'NapC_with_4_e' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 1.000000E+02 0.000000E+00 50 0 0.000000E+00 50 0 0.000000E+00 0.000000E+00 50 0 100 0 0 0 0 0
5.000000E+02 1.000000E+02 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 0
1.000000E+03 1.000000E+02 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 51 0 99 0 0 0 0 2
1.500000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 54 0 96 0 0 0 0 5
2.000000E+03 9.999999E+01 6.000000E-07 50 0 2.000000E-07 50 0 0.000000E+00 0.000000E+00 55 0 95 0 0 0 0 7
2.500000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 58 1 91 0 0 0 0 12
3.000000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 59 1 90 0 0 0 0 12
3.500000E+03 9.999999E+01 6.000000E-07 50 0 1.000000E-07 49 1 0.000000E+00 0.000000E+00 63 1 86 1 0 0 0 17
4.000000E+03 9.999999E+01 4.000000E-07 48 2 1.000000E-07 49 1 0.000000E+00 0.000000E+00 67 1 82 4 0 0 0 21
4.500000E+03 9.999999E+01 4.000000E-07 48 2 1.000000E-07 49 1 0.000000E+00 0.000000E+00 68 1 81 7 0 0 0 22
5.000000E+03 9.999999E+01 9.000000E-07 47 3 3.000000E-07 49 1 0.000000E+00 0.000000E+00 69 1 80 7 0 0 0 28
5.500000E+03 9.999999E+01 9.000000E-07 47 3 2.000000E-07 48 2 0.000000E+00 0.000000E+00 73 1 76 8 0 0 0 32
6.000000E+03 9.999999E+01 1.400000E-06 46 4 4.000000E-07 48 2 0.000000E+00 0.000000E+00 76 1 73 12 0 0 0 37
6.500000E+03 9.999999E+01 3.200000E-06 46 4 1.000000E-06 48 2 0.000000E+00 0.000000E+00 76 1 73 13 0 0 0 49
7.000000E+03 9.999999E+01 3.200000E-06 46 4 8.000000E-07 46 4 0.000000E+00 0.000000E+00 78 1 71 18 0 0 0 53
7.500000E+03 9.999999E+01 3.100000E-06 45 5 8.000000E-07 46 4 0.000000E+00 0.000000E+00 81 1 68 23 0 0 0 57
8.000000E+03 9.999999E+01 3.100000E-06 45 5 8.000000E-07 46 4 0.000000E+00 0.000000E+00 81 1 68 25 0 2 0 63
8.500000E+03 9.999999E+01 3.100000E-06 45 5 8.000000E-07 46 4 0.000000E+00 0.000000E+00 85 1 64 27 0 2 0 67
9.000000E+03 9.999999E+01 3.600000E-06 44 6 1.000000E-06 46 4 0.000000E+00 0.000000E+00 87 1 62 30 0 2 0 71
